2014PN510562,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-08-20 10:09,WATER,DISCRETE SAMPLE,,194.065,,7.68,,1.488,,0,,157.936,,0,,0.558,,0.6,,19.132,,7.224,,187.748,,130,,NA,,6.4,,172,,,,43.3,,0.62,,0.16,,,,12.1,,8.34,,,,0.97,,,,6.84,,,,17.3,,323,,3.2,,9.01,,15.9,,,,3.29,,,,,,,,,
2014PN510587,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-09-03 12:45,WATER,TRIPLICATE SAMPLE - rep1,,207.23,,7.8,,1.621,,0,,161.243,,0,,0.428,,0.67,,20.787,,7.474,,198.214,,100,,NA,,6.5,,183,,,,43.8,,0.64,,0.16,,,,12.6,,8.33,,,,1.05,,,,7.14,,,,19.6,,345,,3.38,,10.73,,11.2,,,,4.36,,,,,,,,,
2014PN510588,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-09-03 12:50,WATER,TRIPLICATE SAMPLE - rep2,,206.986,,8.52,,1.518,,0,,161.904,,0,,PM,,0.67,,20.719,,PM,,198.964,,100,,NA,,7.1,,184,,,,43.9,,0.64,,0.16,,,,12.7,,8.36,,,,1.06,,,,7.08,,,,19.6,,347,,3.38,,,,,,,,4.55,,,,,,,,,
2014PN510589,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-09-03 12:55,WATER,TRIPLICATE SAMPLE - rep3,,206.742,,8.64,,1.554,,0,,162.154,,0,,PM,,0.67,,20.693,,PM,,199.104,,100,,NA,,7.2,,184,,,,44,,0.63,,0.16,,,,12.7,,8.35,,,,1.07,,,,7.11,,,,19.6,,347,,3.39,,,,,,,,4.19,,,,,,,,,
2014PN510607,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-09-14 11:57,WATER,DISCRETE SAMPLE,,184.069,,0,,1.614,,0,,134.032,,0,,0.026,,0.55,,19.138,,8.199,,164.384,,90,,NA,,NA,,151,,,,36.2,,0.53,,0.12,,,,10.6,,8.25,,,,0.92,,,,7.82,,,,14.7,,289,,2.85,,12.42,,6.3,,,,2.97,,,,,,,,,
2014PN510625,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-10-01 10:56,WATER,DISCRETE SAMPLE,,120.315,,0,,1.684,,0,,90.072,,0,,-0.489,,0.37,,16.247,,9.027,,110.284,,100,,NA,,NA,,98.7,,,,24.3,,0.71,,0.08,,,,7.14,,8.05,,,,1.17,,,,7.56,,,,8.16,,191,,1.9,,11.24,,7.1,,,,4.26,,,,,,,,,
2014PN510649,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-10-15 12:45,WATER,DISCRETE SAMPLE,,117.755,,0,,1.467,,0,,88.33,,0,,-0.551,,0.44,,18.939,,9.202,,109.284,,100,,NA,,NA,,96.6,,,,23.8,,0.53,,0.09,,,,7.02,,8.1,,,,0.8,,,,7.35,,,,9.59,,188,,2.1,,12.16,,4.4,,,,3.25,,,,,,,,,
2014PN510688,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-12-16 11:54,WATER,DISCRETE SAMPLE,,295.973,,0.12,,3.779,,0,,209.085,,0,,0.011,,0.79,,21.274,,8.068,,268.437,,,,NA,L,0.1,,243,,,,56.2,,1.28,,0.2,,,,16.7,,8.09,,,,1.54,,,,13.4,,,,26.2,,456,,6.43,,13.66,,-0.1,,,,,,,,,,,,,
2014PN510694,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2015-01-21 09:28,WATER,DISCRETE SAMPLE,,359.361,,0.12,,4.588,,0,,227.82,,0,,0.127,,0.95,,23.796,,7.836,,313.808,,,,NA,L,0.1,,295,,,,60.9,,1.44,,0.21,,,,18.4,,8.09,,,,1.74,,,,12.7,,,,33,,552,,7.2,,16.8,,0,,,,,,,,,,,,,
2014PN510725,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2015-03-14 12:48,WATER,DISCRETE SAMPLE,,365.456,,0.12,,4.558,,0,,258.899,,0,,0.996,,1,,23.48,,6.108,,337.198,,20,,0,L,0.1,,300,,,,68.4,,1.41,,0.27,,,,21.4,,8.1,,,,2.25,,,,14.6,,,,36.9,,574,,10.4,,,,,,,,10.5,,,,,,,,,
2012PN510003,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-04 17:00,WATER,DISCRETE SAMPLE,,366.919,,0,,3.295,,0,,239.624,,0,,1.096,,1.06,,25.227,,6.049,,336.836,,10,,NA,,NA,,301,,62,,,,2.83,,0.25,,20.6,,,,8.24,,2.33,,,,12.8,,,,37.6,,,,579,,16.2,,14.42,,0,,6.2,,,,,,,,,,,
2012PN510018,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-11 15:45,WATER,DISCRETE SAMPLE,,359.605,,1.8,,2.703,,0,,244.233,,0,,1.192,,1,,23.98,,5.936,,331.785,,8,,NA,,1.5,,298,,65,,,,2.38,,0.25,,19.9,,,,8.32,,2.2,,,,12.5,,,,35.8,,,,555,,13.4,,14.31,,0,,6.1,,,,,,,,,,,
2012PN510019,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-12 09:15,WATER,DISCRETE SAMPLE,,353.754,,2.28,,2.604,,0,,239.077,,0,,1.184,,1,,24.207,,5.963,,329.305,,15,,NA,,1.9,,294,,63.1,,,,2.97,,0.26,,19.8,,,,8.33,,2.26,,,,12.6,,,,35.5,,,,554,,14.9,,11.93,,0,,5.6,,,,,,,,,,,
2012PN510034,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-13 14:20,WATER,DISCRETE SAMPLE,,335.713,,5.16,,2.132,,0,,212.177,,0,,1.18,,0.97,,24.796,,6.039,,310.64,,30,,NA,,4.3,,284,,54.8,,,,2.88,,0.24,,18.3,,,,8.4,,2.39,,,,11.2,,,,32.6,,,,517,,16.2,,13.43,,0,,7.9,,,,,,,,,,,
2012PN510040,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-15 12:49,WATER,DISCRETE SAMPLE,,319.378,,0,,2.868,,0,,210.942,,0,,0.988,,0.9,,23.483,,6.263,,290.916,,35,,NA,,NA,,262,,54.8,,,,2.28,,0.21,,18,,,,8.24,,2.56,,,,11.4,,,,30.2,,,,494,,12.6,,14.92,,0,,7.7,,,,,,,,,,,
2012PN510053,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-16 09:21,WATER,DISCRETE SAMPLE,,319.378,,0,,3.459,,0,,213.101,,0,,0.913,,0.9,,23.415,,6.333,,293.307,,35,,NA,,NA,,262,,55.5,,,,2.45,,0.24,,18.1,,,,8.16,,2.62,,,,11.8,,,,30.4,,,,494,,13.5,,12.65,,0,,7.2,,,,,,,,,,,
2012PN510067,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-18 12:15,WATER,DISCRETE SAMPLE,,320.597,,0,,3.089,,0,,213.439,,0,,0.968,,0.87,,22.63,,6.274,,289.61,,35,,NA,,NA,,263,,55.8,,,,2.17,,0.21,,18,,,,8.21,,2.45,,,,11.5,,,,29.1,,,,489,,11.3,,16.34,,0,,7,,,,,,,,,,,
2012PN510086,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-19 15:15,WATER,DISCRETE SAMPLE,,282.808,,0,,2.481,,0,,191.134,,0,,0.105,,0.82,,22.632,,8.04,,259.971,,35,,NA,,NA,,232,,50,,,,2.22,,0.21,,16.1,,,,8.25,,2.42,,,,10.6,,,,26.1,,,,440,,12,,14.64,,0,,11,,,,,,,,,,,
2012PN510087,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-20 09:50,WATER,DISCRETE SAMPLE,,257.209,,0,,2.42,,0,,174.133,,0,,-0.003,,0.73,,21.408,,8.225,,234.753,,65,,NA,,NA,,211,,45.5,,,,1.89,,0.17,,14.7,,,,8.22,,2.56,,,,10.7,,,,22.2,,,,403,,9.29,,14.35,,0,,9.7,,,,,,,,,,,
2012PN510108,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-22 12:00,WATER,DISCRETE SAMPLE,,176.755,,0,,2.308,,0,,126.129,,0,,-0.423,,0.54,,18.977,,8.926,,166.827,,70,,NA,,NA,,145,,33.2,,,,1.7,,0.13,,10.5,,,,8.08,,3.12,,,,8.73,,,,14,,,,287,,7.53,,15.53,,0.1,,22,,,,,,,,,,,
2012PN510121,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-23 14:15,WATER,DISCRETE SAMPLE,,149.937,,0,,2.149,,0,,107.175,,0,,-0.583,,0.47,,17.989,,9.207,,142.21,,80,,NA,,NA,,123,,28,,,,1.43,,0.11,,9.05,,,,8.04,,3.11,,,,7.95,,,,11.2,,,,251,,6.86,,15.47,,0.6,,33,,,,,,,,,,,
2012PN510123,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-25 09:20,WATER,DISCRETE SAMPLE,,114.464,,0,,2.326,,0,,86.741,,0,,-0.951,,0.38,,16.336,,9.791,,111.73,,90,,NA,,NA,,93.9,,22.9,,,,1.32,,0.09,,7.18,,,,7.89,,2.96,,,,6.83,,,,8.12,,,,198,,5.6,,15.1,,0,,14,,,,,,,,,,,
2012PN510141,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-26 11:35,WATER,DISCRETE SAMPLE,,104.468,,0,,2.026,,0,,77.658,,0,,-0.995,,0.38,,17.144,,9.899,,101.237,,90,,NA,,NA,,85.7,,20.4,,,,1.28,,0.07,,6.49,,,,7.91,,2.7,,,,6.51,,,,7.71,,,,181,,4.36,,15,,0.6,,18,,,,,,,,,,,
2012PN510156,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-28 13:30,WATER,DISCRETE SAMPLE,,103.859,,0,,1.878,,0,,76.497,,0,,-0.901,,0.4,,17.938,,9.741,,100.917,,90,,NA,,NA,,85.2,,20.1,,,,1.13,,0.07,,6.39,,,,7.94,,2.48,,,,6.46,,,,8,,,,181,,4.87,,13.85,,2.6,,17,,,,,,,,,,,
2012PN510147,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-04-29 09:00,WATER,DISCRETE SAMPLE,,99.836,,0,,2.028,,0,,73.888,,0,,-1.056,,0.37,,17.321,,10.002,,96.255,,90,,NA,,NA,,81.9,,19.5,,,,0.94,,0.07,,6.12,,,,7.89,,2.35,,,,6.22,,,,7.4,,,,170,,4.24,,14.59,,0.5,,19,,,,,,,,,,,
2012PN510170,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-01 12:51,WATER,DISCRETE SAMPLE,,95.935,,0,,1.904,,0,,70.858,,0,,-0.976,,0.36,,16.941,,9.852,,92.528,,90,,NA,,NA,,78.7,,18.6,,,,0.85,,0.1,,5.93,,,,7.9,,2.26,,,,6.19,,,,6.91,,,,167,,4.26,,14.2,,3.4,,18,,,,,,,,,,,
2012PN510185,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-02 15:50,WATER,DISCRETE SAMPLE,,93.619,,0,,1.733,,0,,69.448,,0,,-0.881,,0.35,,16.986,,9.692,,90.567,,100,,NA,,NA,,76.8,,18.2,,,,0.9,,0.09,,5.83,,,,7.93,,2.18,,,,6.05,,,,6.79,,,,163,,4.27,,13.78,,5.8,,19,,,,,,,,,,,
2012PN510186,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-03 09:40,WATER,DISCRETE SAMPLE,,91.791,,0,,1.739,,0,,69.365,,0,,NC,,0.34,,16.325,,NC,,NC,,90,,NA,,NA,,75.3,,18.2,,,,,,,,5.81,,,,7.92,,2.12,,,,6.02,,,,6.46,,,,161,,,,12.86,,2.5,,20,,,,,,,,,,,
2012PN510202,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-04 11:40,WATER,DISCRETE SAMPLE,,88.134,,0,,1.557,,0,,67.669,,0,,-0.296,,0.35,,16.964,,8.542,,86.379,,90,,NA,,NA,,72.3,,17.9,,,,0.93,,0.08,,5.58,,,,7.95,,1.91,,,,6.05,,,,6.58,,,,157,,3.81,,12.39,,4,,16,,,,,,,,,,,
2012PN510217,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-06 15:11,WATER,DISCRETE SAMPLE,,86.549,,0,,1.678,,0,,67.172,,0,,-0.347,,0.37,,17.859,,8.603,,85.645,,90,,NA,,NA,,71,,17.8,,,,0.84,,0.08,,5.52,,,,7.91,,1.73,,,,5.92,,,,6.93,,,,151,,4.11,,10.58,,7.7,,11,,,,,,,,,,,
2012PN510218,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-08 09:47,WATER,DISCRETE SAMPLE,,86.305,,0,,2.601,,0,,69.7,,0,,-0.523,,0.32,,15.814,,8.767,,86.465,,100,,NA,,NA,,70.8,,18.4,,,,0.78,,0.06,,5.77,,,,7.72,,1.77,,,,5.38,,,,6.21,,,,154,,5.46,,17.49,,6.3,,70,,,,,,,,,,,
2012PN510232,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-10 13:09,WATER,DISCRETE SAMPLE,,86.793,,0,,1.534,,0,,66.297,,0,,-0.314,,0.37,,18.146,,8.579,,85.294,,80,,NA,,NA,,71.2,,17.4,,,,0.81,,0.06,,5.55,,,,7.95,,1.37,,,,5.23,,,,6.93,,,,152,,5.18,,12.44,,8.6,,7.3,,,,,,,,,,,
2012PN510246,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-12 13:18,WATER,DISCRETE SAMPLE,,88.378,,0,,1.296,,0,,65.842,,0,,-0.229,,0.38,,18.713,,8.488,,84.544,,90,,NA,,NA,,72.5,,17.3,,,,0.79,,0.08,,5.5,,,,8.03,,1.31,,,,5.06,,,,7.14,,,,154,,3.82,,12.9,,8.2,,5.7,,,,,,,,,,,
2012PN510247,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-16 10:15,WATER,DISCRETE SAMPLE,,93.01,,0,,1.804,,0,,71.195,,0,,-0.781,,0.4,,19.058,,9.471,,89.074,,80,,NA,,NA,,76.3,,18.9,,,,0.86,,0.07,,5.83,,,,7.91,,1.08,,,,4.19,,,,7.85,,,,162,,4.47,,10.3,,8.9,,4.9,,,,,,,,,,,
2012PN510265,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-22 12:22,WATER,DISCRETE SAMPLE,,86.671,,0,,1.642,,0,,68.956,,0,,-0.817,,0.38,,18.274,,9.554,,84.034,,90,,NA,,NA,,71.1,,18.3,,,,0.74,,0.07,,5.65,,,,7.92,,0.89,,,,3.73,,,,7.2,,,,152,,4.75,,11.91,,8.8,,9.6,,,,,,,,,,,
2012PN510283,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-05-28 14:45,WATER,DISCRETE SAMPLE,,97.154,,0,,1.36,,0,,70.397,,0,,-0.479,,0.43,,20.03,,9.009,,89.354,,90,,NA,,NA,,79.7,,18.3,,,,0.7,,0.08,,6,,,,8.05,,0.75,,,,3.22,,,,8.21,,,,168,,4.23,,11.45,,13.7,,5.1,,,,,,,,,,,
2012PN510288,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-06-05 09:51,WATER,DISCRETE SAMPLE,,123.119,,0,,1.724,,0,,95.668,,0,,-0.271,,0.47,,19.409,,8.592,,115.904,,80,,NA,,NA,,101,,25.7,,,,0.9,,0.09,,7.65,,,,8.05,,0.82,,,,4,,,,10.7,,,,203,,5.4,,11.31,,12.7,,6.7,,,,,,,,,,,
2012PN510307,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-06-12 14:37,WATER,TRIPLICATE SAMPLE - rep1,,136.528,,0,,1.225,,0,,99.051,,0,,0.075,,0.49,,19.745,,8.089,,124.984,,90,,NA,,NA,,112,,27.5,,,,0.87,,0.1,,7.38,,,,8.24,,0.73,,,,4.61,,,,11.3,,,,224,,5.25,,10.53,,15.4,,4.8,,,,,,,,,,,
2012PN510308,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-06-12 14:42,WATER,TRIPLICATE SAMPLE - rep2,,137.747,,0,,1.327,,0,,98.85,,0,,PM,,0.49,,19.789,,PM,,125.424,,90,,NA,,NA,,113,,27.7,,,,0.86,,0.1,,7.21,,,,8.21,,0.67,,,,4.58,,,,11.3,,,,222,,5.16,,,,,,4.7,,,,,,,,,,,
2012PN510309,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-06-12 14:47,WATER,TRIPLICATE SAMPLE - rep3,,136.528,,0,,1.225,,0,,98.101,,0,,PM,,0.5,,19.902,,PM,,124.684,,90,,NA,,NA,,112,,27.4,,,,0.87,,0.1,,7.21,,,,8.24,,0.7,,,,4.63,,,,11.3,,,,223,,5.23,,,,,,4.8,,,,,,,,,,,
2012PN510339,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-06-19 15:40,WATER,DISCRETE SAMPLE,,97.886,,0,,2.286,,0,,79.362,,0,,-0.651,,0.36,,16.849,,9.132,,94.092,,100,,NA,,NA,,80.3,,21,,,,0.43,,0.08,,6.54,,,,7.83,,0.61,,,,5.21,,,,7.46,,,,168,,4.52,,9.76,,13.3,,45,,,,,,,,,,,
2012PN510342,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-06-26 09:33,WATER,DISCRETE SAMPLE,,75.578,,0,,24.548,,8.663,,70.663,,0,,-1.85,,0.36,,17.704,,10.39,,78.314,,90,,NA,,NA,,62,,19,,,,0.28,,0.1,,5.64,,,,6.69,,0.45,,,,5.68,,,,7.04,,,,137,,2.88,,9.82,,16.2,,12,,,,,,,,,,,
2012PN510361,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-07-10 11:22,WATER,DISCRETE SAMPLE,,69.483,,0,,3.25,,10.809,,67.809,,0,,-0.971,,0.27,,14.157,,9.472,,73.293,,200,,NA,,NA,,57,,18.5,,,,0.2,,0.09,,5.25,,,,7.53,,0.44,,,,6.83,,,,5.18,,,,122,,2.55,,9.54,,19,,,,23.1,,,,,,,,,
2012PN510386,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-07-25 18:40,WATER,DISCRETE SAMPLE,,104.225,,0,,8.488,,2.045,,87.545,,0,,-0.93,,0.32,,14.568,,9.149,,99.436,,250,,NA,,NA,,85.5,,23.7,,,,0.44,,0.06,,6.89,,,,7.29,,0.42,,,,8.27,,,,6.9,,,,170,,1.39,,9.92,,19.3,,,,8.21,,,,,,,,,
2012PN510393,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-08-11 08:30,WATER,DISCRETE SAMPLE,,158.47,,0,,2.021,,0,,121.716,,0,,0.052,,0.45,,16.958,,7.986,,146.914,,200,,NA,,NA,,130,,32.9,,,,0.84,,0.11,,9.61,,,,8.09,,0.68,,,,9.88,,,,11.5,,,,246,,3.35,,11.01,,15.1,,,,3.69,,,,,,,,,
2012PN510418,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-08-27 13:35,WATER,DISCRETE SAMPLE,,119.462,,0,,1.488,,0,,97.342,,0,,0.149,,0.41,,17.182,,7.802,,115.574,,200,,NA,,NA,,98,,26.7,,,,0.45,L,0.01,,7.45,,,,8.1,,0.68,,,,9.52,,,,9.36,,,,197,,2.56,,10.59,,15.79,,,,5.86,,,,,,,,,
2012PN510430,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-10-10 15:43,WATER,DISCRETE SAMPLE,,90.206,,0,,1.419,,1.095,,75.095,,0,,-0.866,,0.34,,16.457,,9.732,,88.122,,150,,NA,,NA,,74,,20,,,,0.6,,0.06,,6.11,,,,8,,0.47,,,,7.99,,,,6.85,,,,152,,1.58,,12.69,,3.5,,,,3.76,,,,,,,,,
2012PN510443,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-10-23 12:00,WATER,TRIPLICATE SAMPLE - rep1,,71.433,,0,,2.255,,0.771,,59.371,,0,,-1.488,,0.3,,16.313,,10.675,,72.036,,140,,NA,,NA,,58.6,,15.5,,,,0.65,,0.05,,5.02,,,,7.7,,0.38,,,,7.51,,,,5.36,,,,124,,2.34,,12.23,,0.3,,,,8.23,,,,,,,,,
2012PN510444,OIL SANDS COMPONENT STUDIES,STB RIFF 7 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 7,56.58.46.320,111.17.55.140,56.97953,-111.29865,2012-10-23 12:00,WATER,TRIPLICATE SAMPLE - rep2,,69.971,,0,,2.06,,0.81,,58.21,,0,,PM,,0.31,,16.685,,PM,,71.035,,140,,NA,,NA,,57.4,,15.2,,,,0.65,,0.05,,4.92,,,,7.73,,0.38,,,,7.55,,,,5.4,,,,126,,2.37,,,,,,,,8.06,,,,,,,,,
